Residuals	lipocalin2_pg_ml_scaled	number_of_pups_scaled	weight_grams_scaled	genotype
GO:0007165|[BP] signal transduction	0.987061194348353	0.00304701896537126	0.00323546060787402	0.00665632607840125	0
GO:0007169|[BP] transmembrane receptor protein tyrosine kinase signaling pathway	0.949955042012829	0.030344417867405	0.00191396027948487	0.0177865798402812	0
GO:0007186|[BP] G-protein coupled receptor signaling pathway	0.81342652078332	0.138404482746892	0.0386755369315135	0.00949345953827393	0
GO:0007568|[BP] aging	0.939128115695575	0.0303180991982009	0.0305169569151574	3.68281910671954e-05	0
GO:0007595|[BP] lactation	0.946385727417035	0.0433015752709484	0.00895192498057103	0.00136077233144566	0
GO:0008017|[MF] microtubule binding	0.903872361880575	0.057082834676786	0.0384947563184946	0.000550047124144647	0
GO:0008026|[MF] ATP-dependent helicase activity	0.889151694517403	0.00030898784800443	4.94602438588049e-05	0.110489857390734	0
GO:0008033|[BP] tRNA processing	0.763798858742695	0.106370400923724	0.0318490789779267	0.00627373644298836	0.091707924912666
GO:0008047|[MF] enzyme activator activity	0.67448417122659	0.149882630711499	0.156409050273258	0.0192241477886526	0
GO:0008076|[CC] voltage-gated potassium channel complex	0.866416351283983	0.0162244689783406	0.00660032170615747	0.110758858031519	0
GO:0008080|[MF] N-acetyltransferase activity	0.804321921118154	0.118482517550936	0.0745464313293725	0.00264913000153817	0
GO:0008081|[MF] phosphoric diester hydrolase activity	0.890654586017993	0.0145600617243657	0.0459960021929664	0.0487893500646752	0
GO:0008094|[MF] DNA-dependent ATPase activity	0.861222166554452	0.00476240037341181	0.0330559098933378	5.63491459785358e-05	0.10090317403282
GO:0008097|[MF] 5S rRNA binding	0.952391404241688	0.016385807370825	0.0242259834832125	0.00699680490427443	0
GO:0008107|[MF] galactoside 2-alpha-L-fucosyltransferase activity	0.880042997029826	0.111666886666927	0.00150206782346192	0.00678804847978447	0
GO:0008108|[MF] UDP-glucose:hexose-1-phosphate uridylyltransferase activity	0.756023132612236	0.198416287017058	0.0363734681856551	0.00918711218505058	0
GO:0008113|[MF] peptide-methionine (S)-S-oxide reductase activity	0.90145602087637	0.0563648172569605	0.0024556691396391	0.03972349272703	0
GO:0008115|[MF] sarcosine oxidase activity	0.686082719522291	0.0536842592094038	0.0208972976532474	0.239335723615058	0
GO:0008121|[MF] ubiquinol-cytochrome-c reductase activity	0.754908780083499	0.12231911928569	0.121447993043716	0.00132410758709635	0
GO:0008134|[MF] transcription factor binding	0.925801924463339	0.0354011108634674	0.0363533796802957	0.00244358499289801	0
GO:0008137|[MF] NADH dehydrogenase (ubiquinone) activity	0.888548425582055	0.0457665566098704	0.0649321338186609	0.000752883989413469	0
GO:0008138|[MF] protein tyrosine/serine/threonine phosphatase activity	0.793013406112861	0.0841019375472878	0.109106026146917	0.013778630192934	0
GO:0008152|[BP] metabolic process	0.896692041384258	0.0822256174544366	0.0148174294163813	0.00626491174492432	0
GO:0008168|[MF] methyltransferase activity	0.813664985323845	0.131153124340301	0.0551677588526312	1.41314832221663e-05	0
GO:0008170|[MF] N-methyltransferase activity	0.794277408456996	0.120759396531759	0.0529410202652262	0.0320221747460183	0
GO:0008171|[MF] O-methyltransferase activity	0.724835807620199	0.0817585260224455	0.169000739096905	0.0244049272604512	8.83352592474603e-17
GO:0008173|[MF] RNA methyltransferase activity	0.735997533343269	0.0314702786396458	0.0911081693684127	0.0940300109482811	0.0473940077003915
GO:0008175|[MF] tRNA methyltransferase activity	0.857943759447926	0.0973150568204057	0.00476144092127385	0.0166416417631054	0.0233381010472895
GO:0008176|[MF] tRNA (guanine-N7-)-methyltransferase activity	0.721652359344698	0.0111361060286608	0.0010690005967438	0.0949702003281613	0.171172333701736
GO:0008177|[MF] succinate dehydrogenase (ubiquinone) activity	0.712417806761531	0.114286674943474	0.161454736944344	0.0118407813506515	0
GO:0008184|[MF] glycogen phosphorylase activity	0.849232457632755	0.0398112622893065	0.0316386184711195	0.00269763409209126	0.0766200275147274
GO:0008186|[MF] RNA-dependent ATPase activity	0.793143783219368	0.0260605899970847	0.11952283330051	0.000541276876338784	0.060731516606699
GO:0008193|[MF] tRNA guanylyltransferase activity	0.891049876253325	0.0825639365371226	0.00377986176943328	0.0226063254401193	0
GO:0008198|[MF] ferrous iron binding	0.919363636950211	0.0657993863627725	0.00462648191598995	0.010210494771026	0
GO:0008199|[MF] ferric iron binding	0.993106634609984	2.05331987373636e-05	0.00378483774255208	0.00308799444872657	0
GO:0008202|[BP] steroid metabolic process	0.805248151074574	0.120982116100816	0.00463838410825316	0.0691313487163571	0
GO:0008218|[BP] bioluminescence	0.883577135970401	0.017999965675842	0.0781553951240107	0.020267503229746	0
GO:0008233|[MF] peptidase activity	0.794618974796979	0.10756468711357	0.055425022243753	0.0217812093756593	0.0206101064700394
GO:0008234|[MF] cysteine-type peptidase activity	0.810772537393719	0.0196976864738075	0.0208823656203449	0.148647410512129	0
GO:0008235|[MF] metalloexopeptidase activity	0.89246920438857	0.0641855851082352	0.000332674751989173	0.043012535751206	0
GO:0008236|[MF] serine-type peptidase activity	0.778404761615319	0.0851977068401911	0.0616815763408257	0.0747159552036641	2.59310565873565e-19
GO:0008237|[MF] metallopeptidase activity	0.934809801883053	0.0173891665692994	0.0345664120881819	0.0132346194594654	0
GO:0008239|[MF] dipeptidyl-peptidase activity	0.876542546654466	0.0265112269212111	0.00597480181090133	0.077435322545848	0.0135361020675739
GO:0008253|[MF] 5-nucleotidase activity	0.923228407061427	0.0267270361068938	0.0257781814333171	0.0242663753983623	0
GO:0008270|[MF] zinc ion binding	0.892765260882909	0.0687945413734986	0.00100398885713793	0.0374362088864541	0
GO:0008271|[MF] secondary active sulfate transmembrane transporter activity	0.796368871385902	0.0444198736557674	0.126774111554477	0.0324371434038536	0
GO:0008276|[MF] protein methyltransferase activity	0.703458790017499	0.207404875793727	0.0857279430635323	0.00340839112524174	0
GO:0008283|[BP] cell proliferation	0.91440984775567	0.0674132254519334	0.0180881441815085	8.87826108884366e-05	0
GO:0008284|[BP] positive regulation of cell proliferation	0.918353187571133	0.0332769452859533	0.0055749609450794	0.0427949061978341	0
GO:0008289|[MF] lipid binding	0.842967111239529	0.0952387959533137	0.00505291329134169	0.0567411795158154	0
GO:0008295|[BP] spermidine biosynthetic process	0.893637287547411	0.0544820275812628	0.000149531357918222	0.0517311535134079	9.31700935579017e-21
GO:0008299|[BP] isoprenoid biosynthetic process	0.817529342420717	0.0383663387370512	0.0124867872133974	0.0678015016196492	0.0638160300091853
GO:0008312|[MF] 7S RNA binding	0.955979611693682	0.0249395046040411	0.0167967016342702	0.00228418206800677	0
GO:0008320|[MF] protein transmembrane transporter activity	0.879114174408306	0.0906637110951715	0.000788227068391022	0.0294338874281315	0
GO:0008324|[MF] cation transmembrane transporter activity	0.740128763550341	0.0454526766460275	0.0782305767946124	0.00028678198950395	0.135901201019515
GO:0008360|[BP] regulation of cell shape	0.743538785290864	0.0618329549528408	0.0544703029434749	0.00232491187363397	0.137833044939187
GO:0008375|[MF] acetylglucosaminyltransferase activity	0.974182878705272	0.0144681713515019	0.00608613626702271	0.00526281367620379	0
GO:0008376|[MF] acetylgalactosaminyltransferase activity	0.767391543135252	0.0658870017615496	0.0405439373240785	0.126177517779119	0
GO:0008379|[MF] thioredoxin peroxidase activity	0.891504983552412	0.0749833848802469	0.0289160961516743	0.00459553541566703	0
GO:0008381|[MF] mechanically-gated ion channel activity	0.894180566246352	0.00407392535609137	0.0392092832165699	0.062536225180987	0
GO:0008408|[MF] 3-5 exonuclease activity	0.75679061769649	0.0258498877256519	0.0436134493718799	0.019874565960537	0.153871479245441
GO:0008409|[MF] 5-3 exonuclease activity	0.749695303475603	0.00808039391205128	0.00168259915646393	0.0157298220475057	0.224811881408376
GO:0008410|[MF] CoA-transferase activity	0.747542289037081	0.216999180375483	0.0351333488740773	0.000325181713358294	0
GO:0008413|[MF] 8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity	0.80724255204861	0.124159180109479	0.0578501775371804	0.0107480903047306	0
GO:0008417|[MF] fucosyltransferase activity	0.823669363185276	0.0468096809417353	0.039555375988226	0.0899655798847629	0
GO:0008422|[MF] beta-glucosidase activity	0.929509922902283	0.000220144512885429	0.00456471113519883	0.0657052214496332	0
GO:0008444|[MF] CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	0.865797121308462	0.0926765773071774	0.0333298660613399	0.00819643532302096	0
GO:0008446|[MF] GDP-mannose 4,6-dehydratase activity	0.727704366581317	0.0101376383108942	0.0118676058978766	0.250290389209913	0
GO:0008448|[MF] N-acetylglucosamine-6-phosphate deacetylase activity	0.878214850565643	0.0982387853860314	0.00754706587223393	0.0159992981760918	0
GO:0008452|[MF] RNA ligase activity	0.787795260089081	0.000704299776441877	0.083285435138233	0.0469012115556012	0.0813137934406431
GO:0008460|[MF] dTDP-glucose 4,6-dehydratase activity	0.870370977730653	0.0543601407462607	0.0477802649723878	0.027488616550698	0
GO:0008478|[MF] pyridoxal kinase activity	0.813854710360694	0.0757200446201871	0.0617685829526187	0.00139051448441998	0.0472661475820806
GO:0008479|[MF] queuine tRNA-ribosyltransferase activity	0.79461891731466	0.00147114463457953	0.0138883908785591	0.0322135658471384	0.157807981325063
GO:0008483|[MF] transaminase activity	0.793512361632435	0.0871545721887947	0.109555334975772	0.00810164111400051	0.00167609008899747
GO:0008484|[MF] sulfuric ester hydrolase activity	0.981210882154996	0.017378699650759	0.000182592881386868	0.00122782531285775	0
GO:0008519|[MF] ammonium transmembrane transporter activity	0.853225321434678	0.0645442435531595	0.0258527190607145	0.0563777159514479	0
GO:0008531|[MF] riboflavin kinase activity	0.858075992168649	0.0616088898926466	0.0294481337663714	0.00602228646597993	0.0448446977063531
GO:0008534|[MF] oxidized purine nucleobase lesion DNA N-glycosylase activity	0.860375925439925	0.00278193228225123	0.0278468688434626	0.0796401213324134	0.0293551521019478
GO:0008535|[BP] respiratory chain complex IV assembly	0.934962635975005	0.0296830115730653	0.0349173490111168	0.000437003440813215	0
GO:0008553|[MF] hydrogen-exporting ATPase activity, phosphorylative mechanism	0.946264497966688	0.00403974907224529	0.0246308953767033	0.0250648575843635	0
GO:0008556|[MF] potassium-transporting ATPase activity	0.814647612889363	0.155019034148472	0.0301748218442293	0.000158531117935187	0
GO:0008559|[MF] xenobiotic-transporting ATPase activity	0.742810485913996	0.15652745507633	0.100555940776232	0.000106118233442037	0
GO:0008565|[MF] protein transporter activity	0.894149539908693	0.0673513564351013	0.0256420118665185	0.0128570917896878	0
GO:0008610|[BP] lipid biosynthetic process	0.732897171483602	0.00728926153863796	0.0328536256612013	0.123754841817922	0.103205099498636
GO:0008612|[BP] peptidyl-lysine modification to peptidyl-hypusine	0.712412863900637	0.157213260807989	0.00978026673112906	0.120593608560245	0
GO:0008615|[BP] pyridoxine biosynthetic process	0.99493110527708	5.0752164560646e-07	0.00101382674858405	0.00405456045269065	0
GO:0008616|[BP] queuosine biosynthetic process	0.939409545360631	0.00465513798738483	0.0543000258025908	0.00163529084939349	0
GO:0008641|[MF] small protein activating enzyme activity	0.95690463119259	0.036010382814384	0.00031611483697927	0.00676887115604652	0
GO:0008643|[BP] carbohydrate transport	0.89439535947141	0.0778815538875462	0.0254596678732348	0.00226341876780894	0
GO:0008649|[MF] rRNA methyltransferase activity	0.843165938393114	0.0453837506087827	0.0587460756828708	0.0527042353152321	0
GO:0008650|[MF] rRNA (uridine-2-O-)-methyltransferase activity	0.738572100310002	0.117150705932388	0.11526829136616	0.0290089023914495	0
GO:0008652|[BP] cellular amino acid biosynthetic process	0.816777736592307	0.0349655149492136	0.0300112800580173	0.0266735560523872	0.0915719123480751
GO:0008654|[BP] phospholipid biosynthetic process	0.802039538636584	0.0943919358575011	0.0383761937220885	3.95068049375391e-05	0.0651528249788893
GO:0008658|[MF] penicillin binding	0.748292771371566	0.124900884584902	0.118426815792731	0.00837952825080084	9.11915722682912e-20
GO:0008661|[MF] 1-deoxy-D-xylulose-5-phosphate synthase activity	0.726146406456674	0.00386601431530577	0.067681672183635	0.00145353950914655	0.200852367535238
GO:0008662|[MF] 1-phosphofructokinase activity	0.870737916996483	0.0272195034448387	0.00378316847538595	0.00755614970573593	0.0907032613775561
GO:0008663|[MF] 2,3-cyclic-nucleotide 2-phosphodiesterase activity	0.895906481385911	0.000893552440953386	0.0953298520558548	0.00787011411728082	0
GO:0008664|[MF] 2-5-RNA ligase activity	0.7946924920122	0.0936518831181257	0.0897472459386553	0.0219083789310191	0
GO:0008666|[MF] 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity	0.955982135511481	0.00176892215560759	0.028221834451724	0.0140271078811872	0
GO:0008673|[MF] 2-dehydro-3-deoxygluconokinase activity	0.580953124133346	0.0856826909497969	0.00386747286502779	0.329496712051829	0
GO:0008675|[MF] 2-dehydro-3-deoxy-phosphogluconate aldolase activity	0.926856495354955	0.0347666576005452	0.0354482972038885	0.00292854984061184	0
GO:0008676|[MF] 3-deoxy-8-phosphooctulonate synthase activity	0.940715460939463	0.0328293977924362	0.0164189656414123	0.0100361756266881	0
GO:0008677|[MF] 2-dehydropantoate 2-reductase activity	0.748963531840247	0.0969119033098984	0.153960894479065	0.000163670370788894	0
GO:0008678|[MF] 2-deoxy-D-gluconate 3-dehydrogenase activity	0.684855226144828	0.0602157871066342	0.19556107560815	0.00497839087684125	0.0543895202635457
GO:0008679|[MF] 2-hydroxy-3-oxopropionate reductase activity	0.928300024028769	0.022355282776471	0.045875126463151	0.00346956673160862	0
GO:0008685|[MF] 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	0.826326101452972	0.0276798715073351	0.0841995066673474	0.0128885401213646	0.0489059802509812
GO:0008686|[MF] 3,4-dihydroxy-2-butanone-4-phosphate synthase activity	0.80877106651029	0.0343207803985127	0.126914889392114	0.0299932636990831	0
GO:0008690|[MF] 3-deoxy-manno-octulosonate cytidylyltransferase activity	0.930426931822749	0.0146664542121776	0.00279833362667056	0.0521082803384026	1.50252442989331e-20
GO:0008691|[MF] 3-hydroxybutyryl-CoA dehydrogenase activity	0.711132365648839	0.0666614048144783	0.0306974657693411	0.138185845389656	0.0533229183776854
GO:0008697|[MF] 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity	0.849565520568282	0.000198092217865847	0.000453660994067231	0.149782726219785	0
GO:0008700|[MF] 4-hydroxy-2-oxoglutarate aldolase activity	0.926856495354955	0.0347666576005452	0.0354482972038885	0.00292854984061184	0
GO:0008701|[MF] 4-hydroxy-2-oxovalerate aldolase activity	0.837778901743159	0.10116477006405	0.0203738881244095	0.0406824400683809	0
GO:0008703|[MF] 5-amino-6-(5-phosphoribosylamino)uracil reductase activity	0.828293831709977	0.077957573015221	0.057086722826186	0.036661872448616	0
GO:0008704|[MF] 5-carboxymethyl-2-hydroxymuconate delta-isomerase activity	0.971208980172017	0.0197936889816821	0.00131865360312888	0.0076786772431723	0
GO:0008705|[MF] methionine synthase activity	0.668745924075863	0.0521453925503446	0.141862065828631	0.137246617545162	0
GO:0008706|[MF] 6-phospho-beta-glucosidase activity	0.960948041507169	0.00257916908962171	0.0267573280300783	0.00971546137313164	0
GO:0008710|[MF] 8-amino-7-oxononanoate synthase activity	0.964424665139679	0.000400544259190325	0.00407239241954862	0.0311023981815822	0
GO:0008712|[MF] ADP-glyceromanno-heptose 6-epimerase activity	0.736558913841334	0.0662232113618298	0.189394798814126	0.00782307598271029	0
GO:0008716|[MF] D-alanine-D-alanine ligase activity	0.723034607324957	0.123168190726063	0.0910561614474904	0.0004212339001364	0.0623198066013529
GO:0008720|[MF] D-lactate dehydrogenase activity	0.875801104405285	0.00301091468428609	0.028267821893831	0.0115941401585332	0.081326018858065
