Residuals	number_of_pups_scaled	weight_grams_scaled	genotype	lipocalin2_pg_ml_scaled
GO:0006526|[BP] arginine biosynthetic process	0.871359946577048	0.012596663736573	0.0401967370352633	0.0694620395414685	0.00638461310964733
GO:0006527|[BP] arginine catabolic process	0.67769493475458	0.16911979740273	0.00838884433369764	0	0.144796423508993
GO:0006528|[BP] asparagine metabolic process	0.977878308535877	0.00166524307049091	0.017009590832198	0	0.0034468575614342
GO:0006529|[BP] asparagine biosynthetic process	0.830596944588382	0.0865560479832896	0.0390276450617248	0.0432349130662559	0.000584449300348073
GO:0006531|[BP] aspartate metabolic process	0.588533932106968	0.0277833714128374	3.90943895612552e-05	0.383586176943881	5.74251467526788e-05
GO:0006534|[BP] cysteine metabolic process	0.727144485116785	0.00186285247460063	0.026065032446319	0.20725299100312	0.0376746389591754
GO:0006535|[BP] cysteine biosynthetic process from serine	0.89433002730766	0.0119371947758169	0.0354251157513786	0.0396761061202707	0.0186315560448741
GO:0006536|[BP] glutamate metabolic process	0.850321070451669	0.0601672508562958	0.0037256709670039	0.0810626780060227	0.00472332971900869
GO:0006537|[BP] glutamate biosynthetic process	0.91915752418779	0.0219078676965938	0.0241137812679921	0.0273834196607383	0.00743740718688627
GO:0006541|[BP] glutamine metabolic process	0.84828586417732	0.0787596879288309	0.056964225986729	0	0.0159902219071196
GO:0006542|[BP] glutamine biosynthetic process	0.98787767013419	0.00374433449429603	0.000184729294075443	0	0.00819326607743806
GO:0006543|[BP] glutamine catabolic process	0.81288688827085	0.110544582582909	0.0316836527623048	0.030285431256772	0.014599445127164
GO:0006544|[BP] glycine metabolic process	0.85547117936405	0.0195319613777013	0.105371042900059	0	0.0196258163581895
GO:0006545|[BP] glycine biosynthetic process	0.898980424232106	0.0227373676405715	0.0462739787296815	0.0186524478020606	0.0133557815955803
GO:0006546|[BP] glycine catabolic process	0.941639522648593	0.000124333415642543	0.0567953715016721	0	0.00144077243409254
GO:0006555|[BP] methionine metabolic process	0.860994058893709	0.098017566350896	0.0285889282861359	0	0.0123994464692596
GO:0006556|[BP] S-adenosylmethionine biosynthetic process	0.902819610580655	0.0643074048326115	0.0245669363803197	0	0.00830604820641352
GO:0006557|[BP] S-adenosylmethioninamine biosynthetic process	0.831600549746299	0.116834212552721	0.0360377048937329	0	0.0155275328072476
GO:0006561|[BP] proline biosynthetic process	0.835911633154454	0.0811524752543728	0.0236824624153219	0.0584372643560681	0.000816164819783277
GO:0006563|[BP] L-serine metabolic process	0.808063313131081	0.0114670393452589	0.159876573336503	0	0.0205930741871563
GO:0006564|[BP] L-serine biosynthetic process	0.459835988893125	0.120950000746065	0.0879729106732278	0.319223633642665	0.0120174660449181
GO:0006567|[BP] threonine catabolic process	0.909511470655688	0.00224370088385456	0.0620369058374341	0.0105049118909168	0.0157030107321063
GO:0006570|[BP] tyrosine metabolic process	0.751388635274173	0.0177205847764201	0.221816988557528	0	0.00907379139187842
GO:0006571|[BP] tyrosine biosynthetic process	0.903144737465784	0.0497155727806266	0.0314675575171571	0.0107183378236216	0.00495379441281029
GO:0006576|[BP] cellular biogenic amine metabolic process	0.874717839603659	0.00585706487267984	0.0511749103007605	3.48620823795046e-17	0.0682501852229006
GO:0006580|[BP] ethanolamine metabolic process	0.881425429303831	0.0002175689454124	0.0291585759126753	0	0.089198425838081
GO:0006596|[BP] polyamine biosynthetic process	0.878161940175849	0.106059886719475	0.0142451478517064	0	0.00153302525297022
GO:0006601|[BP] creatine biosynthetic process	0.927848200468126	0.0144478140855238	0.00264711585460307	0	0.0550568695917473
GO:0006602|[BP] creatinine catabolic process	0.927848200468126	0.0144478140855238	0.00264711585460307	0	0.0550568695917473
GO:0006605|[BP] protein targeting	0.743501589539349	0.153081276718115	0.0810757154247488	0	0.0223414183177877
GO:0006614|[BP] SRP-dependent cotranslational protein targeting to membrane	0.830630802688137	0.0998720801783475	0.0469578274364442	0	0.0225392896970715
GO:0006627|[BP] protein processing involved in protein targeting to mitochondrion	0.86319183577711	0.097607436375823	0.0377882599794233	0	0.00141246786764382
GO:0006629|[BP] lipid metabolic process	0.748659238205426	0.212205801233852	0.03668791344297	0	0.0024470471177511
GO:0006631|[BP] fatty acid metabolic process	0.862749420437246	0.098626435996249	0.0234317784793834	0.0125128482400212	0.00267951684710029
GO:0006633|[BP] fatty acid biosynthetic process	0.788371443346188	0.121453629550433	0.0769229083989948	0	0.013252018704384
GO:0006646|[BP] phosphatidylethanolamine biosynthetic process	0.902093792357918	0.0348520526283335	0.0533463960532137	0	0.00970775896053497
GO:0006650|[BP] glycerophospholipid metabolic process	0.775910932750668	0.191608631409269	0.0323400010125572	0	0.000140434827505709
GO:0006655|[BP] phosphatidylglycerol biosynthetic process	0.847663874754211	0.0163680777119649	0.0146842037301092	0.120725172555358	0.000558671248356916
GO:0006662|[BP] glycerol ether metabolic process	0.76364047405465	0.0675764447949265	0.0368856840310683	0.127898061623455	0.00399933549590061
GO:0006665|[BP] sphingolipid metabolic process	0.674776481175983	0.0156589869875497	0.169480892540844	0.0969699988661858	0.0431136404294372
GO:0006725|[BP] cellular aromatic compound metabolic process	0.793357826636553	0.000169741265930408	0.0261492853035987	0.160663674077513	0.0196594727164048
GO:0006730|[BP] one-carbon metabolic process	0.87611992396636	0.035165839618121	0.0483767209683391	0	0.0403375154471801
GO:0006741|[BP] NADP biosynthetic process	0.790768187077417	0.139749759230709	0.0548488375705562	0	0.0146332161213181
GO:0006742|[BP] NADP catabolic process	0.961529865531027	0.0166093904590399	0.0145734975268172	0	0.00728724648311615
GO:0006744|[BP] ubiquinone biosynthetic process	0.912976069463975	0.00899056795787038	0.0712679581136082	0	0.00676540446454655
GO:0006747|[BP] FAD biosynthetic process	0.848607381035291	0.057427026712838	0.058370276382977	0.0353375619278616	0.000257753941032176
GO:0006749|[BP] glutathione metabolic process	0.971928668108218	0.00574978688522368	0.0221846573764674	0	0.000136887630090986
GO:0006750|[BP] glutathione biosynthetic process	0.83563449425973	0.0653841631015985	0.0422893535786543	0.0182250289908461	0.038466960069171
GO:0006754|[BP] ATP biosynthetic process	0.882160259026336	0.0964860072434496	0.0203977135214377	0	0.000956020208776288
GO:0006760|[BP] folic acid-containing compound metabolic process	0.989694378863783	0.00270535977877015	0.001465236676344	0	0.00613502468110265
GO:0006772|[BP] thiamine metabolic process	0.737470436575387	0.17016131091047	0.0801583618527509	0	0.012209890661392
GO:0006777|[BP] Mo-molybdopterin cofactor biosynthetic process	0.957956870677418	0.0246199139064113	0.0104855234592995	0	0.00693769195687128
GO:0006779|[BP] porphyrin-containing compound biosynthetic process	0.785718045060966	0.0065330851012121	0.0362060952122822	0.171116996916671	0.000425777708868198
GO:0006782|[BP] protoporphyrinogen IX biosynthetic process	0.884242040303567	0.00538503536931292	0.0452701174628657	0	0.0651028068642547
GO:0006783|[BP] heme biosynthetic process	0.922684051381482	0.0584505477056955	0.0059987575661596	0	0.0128666433466627
GO:0006790|[BP] sulfur compound metabolic process	0.643843669609674	0.132425295245032	0.0331086910719111	0.189109738788089	0.00151260528529441
GO:0006796|[BP] phosphate-containing compound metabolic process	0.932837140688767	0.00318202825371277	0.0335719454090088	0	0.030408885648511
GO:0006797|[BP] polyphosphate metabolic process	0.863505603050375	0.00638388523028833	0.044642942838493	0.0529001673370531	0.0325674015437905
GO:0006799|[BP] polyphosphate biosynthetic process	0.855018549689764	0.0284538698536396	0.026331782070112	0.0899392588349425	0.0002565395515418
GO:0006801|[BP] superoxide metabolic process	0.810180611676682	8.0021084803447e-06	0.0800191635719747	0	0.109792222642863
GO:0006807|[BP] nitrogen compound metabolic process	0.842633766899515	0.0643849520579947	0.0737756423998977	0	0.0192056386425929
GO:0006808|[BP] regulation of nitrogen utilization	0.879004907074609	0.0215422153615815	0.018200534357656	0.071037704383207	0.0102146388229472
GO:0006810|[BP] transport	0.865859484696946	0.0542602010336883	0.043932475486041	0.0207249397343737	0.0152228990489514
GO:0006813|[BP] potassium ion transport	0.787119521137666	0.195104502352348	0.0129363190617622	0	0.00483965744822437
GO:0006814|[BP] sodium ion transport	0.954999377326044	0.000586354838033297	0.00464241248017135	0	0.0397718553557514
GO:0006817|[BP] phosphate ion transport	0.787971722163847	0.116047983799235	0.0267249216131137	0.0686769605848991	0.000578411838905065
GO:0006824|[BP] cobalt ion transport	0.732553304609973	0.0112167972228748	0.0551816546670256	0.201034783856997	1.34596431301438e-05
GO:0006826|[BP] iron ion transport	0.899738045258394	0.0512364935743156	0.0142100022450456	0	0.034815458922245
GO:0006829|[BP] zinc II ion transport	0.86447967494233	9.64524822293058e-05	0.134355365563383	0	0.00106850701205815
GO:0006857|[BP] oligopeptide transport	0.932343725518626	8.32288833293029e-05	0.0559809785661795	0	0.0115920670318652
GO:0006865|[BP] amino acid transport	0.521143544253233	0.00203525813066591	0.0212248892399686	0.444149635488662	0.01144667288747
GO:0006878|[BP] cellular copper ion homeostasis	0.737158748632379	0.0124773490307096	0.0107560552607044	0.221414069378156	0.018193777698051
GO:0006879|[BP] cellular iron ion homeostasis	0.775680056622329	0.202893612673818	6.22020808862126e-05	0	0.0213641286229666
GO:0006885|[BP] regulation of pH	0.83405510225731	0.0416885503232373	0.0247597416150799	0.0972578236780256	0.00223878212634696
GO:0006886|[BP] intracellular protein transport	0.593832877270398	0.00105794722069004	0.214587480605506	0.144124845793762	0.0463968491096442
GO:0006888|[BP] ER to Golgi vesicle-mediated transport	0.6733039160142	0.000106700321881847	0.227015181872054	0.0717938243714712	0.0277803774203928
GO:0006935|[BP] chemotaxis	0.907774766568316	0.0279941191635142	0.0361546179910464	0.0170215923041509	0.0110549039729728
GO:0006950|[BP] response to stress	0.848384220602042	0.080139907515925	0.0311565469582142	0	0.0403193249238183
GO:0006979|[BP] response to oxidative stress	0.903923529379822	0.0886641931472811	0.00710953225520665	0	0.000302745217690666
GO:0007016|[BP] cytoskeletal anchoring at plasma membrane	0.819955252416917	0.154743141212295	0.0250475560804053	0	0.000254050290382063
GO:0007017|[BP] microtubule-based process	0.576277811577381	0.287505772571744	0.0988183554449435	0	0.0373980604059315
GO:0007049|[BP] cell cycle	0.771671128811623	0.156481423262893	0.0599608489593794	0	0.0118865989661043
GO:0007059|[BP] chromosome segregation	0.723909578770105	0.1741890832567	0.0730903544058747	0	0.0288109835673202
GO:0007062|[BP] sister chromatid cohesion	0.921488914710335	0.0237706001944391	0.030838507747128	0.0171682791223186	0.00673369822577926
GO:0007154|[BP] cell communication	0.933036881996769	0.00689386602473823	0.015164871040771	0	0.0449043809377219
GO:0007155|[BP] cell adhesion	0.829236697261247	0.0803665001439565	0.0768550406158484	0	0.013541761978948
GO:0007165|[BP] signal transduction	0.972761507381291	0.0131757806756182	0.00794809498874516	0	0.00611461695434537
GO:0007169|[BP] transmembrane receptor protein tyrosine kinase signaling pathway	0.846525179786564	0.12640778729322	0.0251342708817067	0	0.00193276203850907
GO:0007568|[BP] aging	0.759188723820146	0.000201635573012692	0.0018386628741365	0	0.238770977732705
GO:0007595|[BP] lactation	0.826909785374177	0.000954487323322607	0.00321329694645488	0	0.168922430356045
GO:0008026|[MF] ATP-dependent helicase activity	0.571857917635131	0.35461435297333	0.0453131143112606	0	0.028214615080279
GO:0008033|[BP] tRNA processing	0.742280827211595	0.189590664511281	0.0559547816123418	0	0.0121737266647823
GO:0008047|[MF] enzyme activator activity	0.8752386586655	0.0864301891489929	0.0290668987843393	0	0.00926425340116746
GO:0008076|[CC] voltage-gated potassium channel complex	0.957018946955271	0.0396193318831038	0.00212454788372583	0	0.0012371732778995
GO:0008080|[MF] N-acetyltransferase activity	0.808072524563598	0.0335899376752725	0.0377067118737541	0.117019014882595	0.00361181100477996
GO:0008081|[MF] phosphoric diester hydrolase activity	0.981310871616206	0.0156546004479523	0.0025728723089537	0	0.000461655626888452
GO:0008094|[MF] DNA-dependent ATPase activity	0.805483720985456	0.116295355723792	0.0749115941364883	0	0.00330932915426356
GO:0008097|[MF] 5S rRNA binding	0.979802582042308	0.00658654717722199	0.0115308023190055	0	0.00208006846146498
GO:0008107|[MF] galactoside 2-alpha-L-fucosyltransferase activity	0.950634595656684	0.0275745082006599	0.0202292060474037	0	0.00156169009525195
GO:0008108|[MF] UDP-glucose:hexose-1-phosphate uridylyltransferase activity	0.739105871568617	0.165739820243118	0.0772223363915431	0	0.0179319717967221
GO:0008113|[MF] peptide-methionine (S)-S-oxide reductase activity	0.901748346314519	0.0733375501798864	0.0245441655035639	0	0.000369938002031034
GO:0008115|[MF] sarcosine oxidase activity	0.663371862529337	0.00949196215442115	0.0475309678332991	0.130364705781818	0.149240501701125
GO:0008121|[MF] ubiquinol-cytochrome-c reductase activity	0.679902248009631	0.0780745164926245	0.101759865929587	0.128067916247944	0.0121954533202128
GO:0008131|[MF] primary amine oxidase activity	0.851665973725975	0.0516176276022728	0.0966435911517706	0	7.28075199812831e-05
GO:0008137|[MF] NADH dehydrogenase (ubiquinone) activity	0.798216957635713	0.113912060126414	0.00273035839026149	0.08071421820328	0.00442640564433201
GO:0008138|[MF] protein tyrosine/serine/threonine phosphatase activity	0.90937695306588	0.00791493822841589	0.00567667839480875	0	0.0770314303108959
GO:0008152|[BP] metabolic process	0.796468487674189	0.064758648098704	0.0262886570153845	0.11247673673874	7.47047298337086e-06
GO:0008168|[MF] methyltransferase activity	0.887170465561679	0.0554729286575164	0.0397336843076471	0	0.0176229214731577
GO:0008170|[MF] N-methyltransferase activity	0.698217278778811	0.00144490020188358	0.0153498291019064	0.284638876760298	0.000349115157101661
GO:0008171|[MF] O-methyltransferase activity	0.798667054889799	0.0390931275873905	0.0199684650828518	0.140776213316579	0.00149513912337976
GO:0008173|[MF] RNA methyltransferase activity	0.809136697519811	0.14521575090661	0.0346415149947684	0	0.0110060365788105
GO:0008175|[MF] tRNA methyltransferase activity	0.753630415706415	0.191949877055972	0.0495919332217588	0	0.00482777401585373
GO:0008176|[MF] tRNA (guanine-N7-)-methyltransferase activity	0.840671536356682	0.127707980777939	0.0275272661292368	0	0.00409321673614196
GO:0008177|[MF] succinate dehydrogenase (ubiquinone) activity	0.891572772018045	0.0612084872017984	0.0108506720310773	0	0.036368068749079
GO:0008184|[MF] glycogen phosphorylase activity	0.760221600367663	0.0326253040912265	0.00744418754696245	0.1995175111309	0.000191396863248125
GO:0008186|[MF] RNA-dependent ATPase activity	0.765062553496225	0.0177445878331999	0.0319025156298883	0.182211996194237	0.00307834684644934
GO:0008193|[MF] tRNA guanylyltransferase activity	0.881412546619533	0.099289355180405	0.0192865125470797	0	1.15856529820095e-05
GO:0008198|[MF] ferrous iron binding	0.893442629403293	0.0237866053424001	0.0132220346062454	0.0663930225038765	0.00315570814418522
GO:0008199|[MF] ferric iron binding	0.766779042582935	0.214558241325007	0.000305568004696156	0	0.0183571480873616
GO:0008202|[BP] steroid metabolic process	0.950617627937637	0.00324704338679571	0.0450881597747701	0	0.00104716890079685
GO:0008218|[BP] bioluminescence	0.933033545199017	0.00211652266670228	0.0369539500474014	0	0.0278959820868794
GO:0008233|[MF] peptidase activity	0.88497709516068	0.0274382601746942	0.0295069259367208	0.057631936518207	0.000445782209698299
GO:0008234|[MF] cysteine-type peptidase activity	0.811561956528655	0.132774664112801	0.0486688769911833	0	0.00699450236736075
GO:0008235|[MF] metalloexopeptidase activity	0.854611667301878	0.00395989448707745	0.0502175100075101	0	0.0912109282035343
