Residuals	timepoint	number_of_pups_scaled	lipocalin2_pg_ml_scaled	genotype
K02113|F-type H+-transporting ATPase subunit delta	0.61514268799466	0.360164149530962	0.0239477302306742	0.000745432243704285	0
K02114|F-type H+-transporting ATPase subunit epsilon	0.511461453956106	0.456480679720469	0.029283587351356	0.00277427897206918	0
K02115|F-type H+-transporting ATPase subunit gamma	0.613008655995159	0.353186117880318	0.0331720540661603	0.000633172058362076	2.58658966835945e-16
K02117|V|A-type H+|Na+-transporting ATPase subunit A [EC.3.6.3.14 3.6.3.15]	0.886863228265798	0.0992435175318407	2.63563686446908e-06	0.0138906185424279	2.30684596050736e-11
K02118|V|A-type H+|Na+-transporting ATPase subunit B	0.898760919433119	0.0947587102271885	1.51555914640295e-05	0.00646521474822827	1.18067825679298e-17
K02119|V|A-type H+|Na+-transporting ATPase subunit C	0.945182444480005	0.0492125979553807	0.000230111399267539	0.00537484616534677	0
K02120|V|A-type H+|Na+-transporting ATPase subunit D	0.914648947524032	0.0793739554135474	1.78687490592016e-05	0.00595922831336178	1.8598048083063e-20
K02121|V|A-type H+|Na+-transporting ATPase subunit E	0.929709115804865	0.0647892084706254	0.000472990479770581	0.00502867903728891	6.2074505366017e-09
K02122|V|A-type H+|Na+-transporting ATPase subunit F	0.927358199732265	0.0631204278908382	0.00227552067768637	0.00724585161058438	8.86257060318704e-11
K02123|V|A-type H+|Na+-transporting ATPase subunit I	0.985955382543209	0	2.11663404162164e-05	0.0140234511163749	0
K02124|V|A-type H+|Na+-transporting ATPase subunit K	0.917740820733264	0.078161847511651	5.33133016478331e-05	0.00404401845339502	4.24553381188956e-14
K02125|F-type H+-transporting ATPase subunit 8	0.985633057379668	0.0113368277144703	0.000781236913075745	0.00224887799278564	0
K02160|acetyl-CoA carboxylase biotin carboxyl carrier protein	0.611932045169897	0.366175734841082	0.0218898027715363	2.41721748444153e-06	0
K02169|malonyl-CoA O-methyltransferase [EC.2.1.1.197]	0.59723927253631	0.387865791919239	0.012197676297515	0.0026972592469355	4.75827721575058e-16
K02203|phosphoserine | homoserine phosphotransferase [EC.3.1.3.3 2.7.1.39]	0.788091662192976	0.211758437988135	0.00010203887779209	4.7860941097457e-05	9.71736323689492e-20
K02217|ferritin 1	0.522758640847513	0.470070156300488	0.000778474913186928	0.00639272793880812	4.00099957688061e-15
K02232|adenosylcobyric acid synthase [EC.6.3.5.10]	0.513346706959005	0.414572341587377	0.00498511760672095	0.00554676793609917	0.061549065910798
K02236|leader peptidase (prepilin peptidase) | N-methyltransferase	0.700690164982202	0.267005613052485	0.0322391649498783	6.50570152776153e-05	1.56630742180039e-13
K02237|competence protein ComEA	0.709147113440493	0.267973370249377	0.0224566502594205	0.000422866050616865	9.23262565595607e-14
K02238|competence protein ComEC	0.789202093624057	0.188994758846877	0.0215500497863193	0.000253097740904605	1.84184491451671e-12
K02240|competence protein ComFA	0.685657335362448	0.280138681555055	0.0342039794799178	3.60257948572153e-09	0
K02242|competence protein ComFC	0.94346024561713	0.0516844905884113	0.000160093826246623	0.004695169968208	4.16788985009812e-15
K02244|competence protein ComGB	0.696313257146587	0.266383282036513	0.0372013343405921	0.000102126476308044	0
K02246|competence protein ComGD	0.710520424175758	0.258471570958005	0.0309293942056581	7.8610660578981e-05	0
K02248|competence protein ComGF	0.69412749634754	0.272639374629214	0.0332310655957743	2.06342747160515e-06	4.7177236667861e-16
K02261|cytochrome c oxidase subunit 2	0.998022968948148	0	0.000198717575809674	0.00177831347604232	0
K02262|cytochrome c oxidase subunit 3	0.984609716331229	0	0.00726938916974186	0.00812089449902954	0
K02279|pilus assembly protein CpaB	0.78875927861596	0.0568124943604838	8.34000338742101e-05	0.154344826989682	0
K02283|pilus assembly protein CpaF	0.782267085587606	0	0.0101775600492449	0.207555354363149	0
K02313|chromosomal replication initiator protein	0.666774867533078	0.307490815014623	0.0256974796986354	3.68377536627612e-05	3.05621378868355e-18
K02314|replicative DNA helicase [EC.3.6.4.12]	0.68109459164416	0.307312430232931	0.00912584578337434	0.00246713233953473	6.77160154247695e-16
K02315|DNA replication protein DnaC	0.914248171813518	0.0736391918042887	0.000497854158186295	0.0116147817776733	4.46333235686426e-10
K02316|DNA primase [EC.2.7.7.-]	0.746890981708248	0.245217788875037	0.00542866469578588	0.00246256472092861	0
K02334|DNA polymerase bacteriophage-type	0.789982814615441	0.163658117088021	0.0463575690212516	1.49927251690506e-06	2.76888619972559e-12
K02335|DNA polymerase I [EC.2.7.7.7]	0.720230346540514	0.278025386328999	0.00136014718570645	0.000384119942740641	2.03923809415732e-12
K02337|DNA polymerase III subunit alpha [EC.2.7.7.7]	0.687870340609808	0.311717581978914	0.000373316286020976	3.87610625651561e-05	6.26923685366899e-11
K02338|DNA polymerase III subunit beta [EC.2.7.7.7]	0.647180294090435	0.339976708040961	0.0125795356210565	0.000263462247544155	3.95878374039882e-15
K02340|DNA polymerase III subunit delta [EC.2.7.7.7]	0.750060816939063	0.219090123981719	0.0298944117207972	0.000954647356409547	2.01174789165357e-12
K02341|DNA polymerase III subunit delta [EC.2.7.7.7]	0.883944296597746	0.0958801362132732	0.0013033173555439	0.00938325948479169	0.00948899034864528
K02342|DNA polymerase III subunit epsilon [EC.2.7.7.7]	0.570221706864711	0.411544700089365	0.0179880219962796	0.000245571049644692	0
K02343|DNA polymerase III subunit gamma|tau [EC.2.7.7.7]	0.6278033160372	0.351479539489587	0.0204852058845525	0.00023193858866098	0
K02346|DNA polymerase IV	0.693909299258823	0.275752292840752	0.0303175770784816	2.08308219434636e-05	0
K02348|ElaA protein	0.909894708988251	0.0800845848528657	0.000255635639664717	0.00976507051589561	3.32319826877772e-12
K02355|elongation factor EF-G	0.814384931212725	0.164422470786681	0.0205618850933719	0.000630712905840674	1.38156701090726e-12
K02356|elongation factor EF-P	0.601796936367666	0.365931686145906	0.032123816841025	0.000147560645400814	1.79703998217055e-15
K02357|elongation factor EF-Ts	0.71562519799886	0.267034455630702	0.0173335792878501	6.76708258845412e-06	0
K02358|elongation factor EF-Tu	0.825089986932949	0.128069506549731	0.0271504198423592	0.0196900866749617	0
K02371|enoyl-[acyl-carrier protein] reductase II [EC.1.3.1.9]	0.99564241807232	0	0.00424374747718645	0.000113834450493469	0
K02372|3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC.4.2.1.59]	0.624412318429185	0.370815560680218	0.00444364459038743	0.000328476300209604	0
K02377|GDP-L-fucose synthase [EC.1.1.1.271]	0.558577047667161	0.414186690703059	0.0252206884601396	0.00201557316964059	0
K02379|FdhD protein	0.492033800065308	0.491445129311386	0.0130760569299404	0.00344501369336532	0
K02385|flagellar protein FlbD	0.989311692005231	0	0.00793049328487899	0.00275781470989044	0
K02386|flagella basal body P-ring formation protein FlgA	0.507922965406652	0.482689627014801	0.00854140378058645	0.000846003797960943	0
K02387|flagellar basal-body rod protein FlgB	0.927523631716947	0.0647570566002727	0.000343046050730206	0.00737626563205032	0
K02389|flagellar basal-body rod modification protein FlgD	0.919719134804104	0.0729827554384539	0.000476560625177947	0.00682154913226399	1.06002831113743e-19
K02392|flagellar basal-body rod protein FlgG	0.928049185061872	0.0669658038029085	0.000119586594508209	0.00486542453248654	8.22482747082404e-12
K02393|flagellar L-ring protein precursor FlgH	0.504280690119037	0.487663055454805	0.00676733183779778	0.00128892258835982	0
K02394|flagellar P-ring protein precursor FlgI	0.554195518868027	0.433837368375409	0.0118149201025637	0.000152192638295757	1.57043226215093e-11
K02395|flagellar protein FlgJ	0.586245395937636	0.33890921267207	0.0127216723882497	0.00573822207428783	0.0563854969277566
K02396|flagellar hook-associated protein 1 FlgK	0.925701957669147	0.0686585299472624	0.000317056617007866	0.0053224557665826	0
K02397|flagellar hook-associated protein 3 FlgL	0.498288602757903	0.487444822252194	0.0128382483760473	0.00142832661385564	0
K02404|flagellar biosynthesis protein FlhF	0.570769999757557	0.421737960861025	0.00658242474670735	0.000909614262335214	3.72375665282688e-10
K02405|RNA polymerase sigma factor for flagellar operon FliA	0.921111045839412	0.0695961023422118	4.98428622706194e-07	0.00929235338975411	2.19242806144482e-17
K02406|flagellin	0.580031003841874	0.409471581769592	0.0103513317678781	0.000146082620644408	1.21431119527169e-14
K02407|flagellar hook-associated protein 2	0.609124229788169	0.379317143583464	0.011533098891555	2.55277368046889e-05	6.73046580657654e-15
K02408|flagellar hook-basal body complex protein FliE	0.596786468770973	0.395171291059886	0.00803658787599101	5.6522931051768e-06	4.46002470637453e-14
K02409|flagellar M-ring protein FliF	0.937210419885341	0.0586906434326856	1.59628406249457e-05	0.00408297382667074	1.4677330497666e-11
K02410|flagellar motor switch protein FliG	0.518490371368406	0.469461008603983	0.0115289698468027	0.000519650180808804	0
K02411|flagellar assembly protein FliH	0.610734199871748	0.369968383361281	0.0191088938154746	0.000188522951496328	0
K02412|flagellum-specific ATP synthase [EC.3.6.3.14]	0.529300233709182	0.461933553593961	0.00873607119122171	3.01415056348925e-05	0
K02414|flagellar hook-length control protein FliK	0.93149817318597	0.0612628930296922	0.000737916968621934	0.00650101681571546	6.81798121286228e-19
K02415|flagellar FliL protein	0.655561973976485	0.324467057808644	0.0193155570496726	0.000655411165161787	3.67697876937647e-14
K02416|flagellar motor switch protein FliM	0.905305575576805	0.0870465432296952	0.00117910733805	0.00646877385544933	0
K02417|flagellar motor switch protein FliN|FliY	0.617554309578926	0.367791822530343	0.0145795372703823	7.43306203452237e-05	3.5352607332193e-15
K02418|flagellar protein FliO|FliZ	0.946659025993686	0.0492324579383578	0.00184092031353392	0.00226759566014727	9.42746800378978e-11
K02419|flagellar biosynthetic protein FliP	0.891880048370375	0.0980713407474121	0.000124053216171809	0.00992455766604076	0
K02420|flagellar biosynthetic protein FliQ	0.775323202853931	0.0598507827385834	0.135275218750938	0.029550795653996	2.55140735914888e-12
K02421|flagellar biosynthetic protein FliR	0.566674992141744	0.405491406167179	0.0232601664375366	0.00457343521922119	3.43186099639932e-11
K02422|flagellar protein FliS	0.940438289970008	0.0532913302956898	5.21428980981953e-06	0.00626516544449228	0
K02426|cysteine desulfuration protein SufE	0.945902377517605	0.0163906728758112	0.0362110647624265	0.0014958846824606	1.61696699453017e-10
K02428|XTP|dITP diphosphohydrolase [EC.3.6.1.66]	0.728331315980622	0.235883885695157	0.0353832090625753	0.00040158926164559	0
K02429|MFS transporter, FHS family, L-fucose permease	0.978393172501283	0	0.00852084480628432	0.0130859826924322	0
K02433|aspartyl-tRNA(Asn)|glutamyl-tRNA(Gln) amidotransferase subunit A [EC.6.3.5.6 6.3.5.7]	0.589848325115824	0.360117257368084	0.0471580063647777	0.00287641115131535	0
K02434|aspartyl-tRNA(Asn)|glutamyl-tRNA(Gln) amidotransferase subunit B [EC.6.3.5.6 6.3.5.7]	0.524251661264379	0.438896474028765	0.0361284460599788	0.000723418646819719	5.74541609386316e-14
K02435|aspartyl-tRNA(Asn)|glutamyl-tRNA(Gln) amidotransferase subunit C [EC.6.3.5.6 6.3.5.7]	0.551217890543327	0.407111824546001	0.0415551660887628	0.000115118821909571	0
K02437|glycine cleavage system H protein	0.805485162363887	0.17459233200771	0.0135375418042534	3.96505155846573e-05	0.00634531330856451
K02445|MFS transporter, OPA family, glycerol-3-phosphate transporter	0.890690121035433	0.105461245907586	0.00021212438705878	0.00363650866992208	0
K02454|general secretion pathway protein E	0.550502644140441	0.432087348723397	0.0147986376039063	0.0026113695322557	0
K02455|general secretion pathway protein F	0.565472347824869	0.424671457527631	0.00672005379677236	0.00313614080483935	4.58881839336936e-11
K02456|general secretion pathway protein G	0.577449492652936	0.416238281669811	0.00627233754508306	3.98881321561054e-05	1.4092232451785e-14
K02469|DNA gyrase subunit A	0.949472790310651	0	0.0421315176930045	0.00839569199634454	0
K02470|DNA gyrase subunit B	0.918918539403634	0.0725180615331365	0.00252289353296297	0.00604050553026609	0
K02472|UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC.1.1.1.336]	0.922028022583	0.0293093795331847	0.0183661514548852	0.030296446428299	6.30921876295781e-13
K02474|UDP-N-acetyl-D-galactosamine dehydrogenase [EC.1.1.1.-]	0.513901196295607	0.483709133303149	0.00154210059387161	0.000847569807372354	0
K02481|two-component system, NtrC family, response regulator	0.518812752555465	0.473152435771601	0.00773973634852649	0.000295075324407533	0
K02483|two-component system, OmpR family, response regulator	0.571929788293513	0.420732399594117	0.00551366417930556	0.00182414793306442	0
K02484|two-component system, OmpR family, sensor kinase	0.538069436459271	0.453363849110272	0.00446647411933833	0.00410024031110684	1.16418468150007e-14
K02492|glutamyl-tRNA reductase [EC.1.2.1.70]	0.480282159968652	0.503085529824855	0.0140889298312187	0.00254338037527362	0
K02495|oxygen-independent coproporphyrinogen III oxidase [EC.1.3.99.22]	0.606298166681967	0.380962665344493	0.0124735521487794	0.000265615824742117	1.88507682550864e-14
K02500|cyclase [EC.4.1.3.-]	0.567812677812488	0.429650681299961	0.00215116745194168	0.00038547343560991	0
K02501|glutamine amidotransferase [EC.2.4.2.-]	0.572083522544142	0.409023360163388	0.0150419129409261	0.00385120435154323	3.11068265977668e-16
K02503|Hit-like protein involved in cell-cycle regulation	0.597094767129038	0.391992867679511	0.0108285981035493	8.37670879019395e-05	0
K02517|Kdo2-lipid IVA lauroyltransferase [EC.2.3.1.241]	0.562459229779225	0.430874088039739	0.000921559737572158	0.00574512244337552	8.88647160696944e-14
K02518|translation initiation factor IF-1	0.41245861766717	0.529643125794027	0.0185244649751071	4.55572423673043e-05	0.0393282343213293
K02519|translation initiation factor IF-2	0.729622315440589	0.250067951996715	0.0160714330539383	0.00423829950875787	0
K02520|translation initiation factor IF-3	0.722043121038502	0.239457225787795	0.0384949844695913	4.66870411196674e-06	0
K02523|octaprenyl-diphosphate synthase [EC.2.5.1.90]	0.772614904985452	0.22565491670818	0.000616739446277988	0.00111343629647998	2.56361023297899e-09
K02527|3-deoxy-D-manno-octulosonic-acid transferase [EC.2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	0.53626836752511	0.458040814040841	0.00377618505553037	0.00191463337851892	0
K02528|dimethyladenosine transferase	0.655202903622649	0.311789054582452	0.0329274623962618	8.05793986373e-05	0
K02529|LacI family transcriptional regulator	0.566938275662745	0.403337381486631	0.0294789303252822	0.000245412525341113	0
K02535|UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC.3.5.1.108]	0.585401350734992	0.393391775109613	0.0193933471507587	0.00181352700463608	0
K02536|UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC.2.3.1.191]	0.626396121056127	0.373236601750485	0.000236332123470296	0.000130945069917195	0
K02548|1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC.2.5.1.74 2.5.1.-]	0.98205377009789	0	0.00489407090997139	0.0130521589921381	0
K02551|2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC.2.2.1.9]	0.482610704711046	0.464285584390842	0.00718306761510196	0.0118496898206894	0.0340709534623209
K02556|chemotaxis protein MotA	0.977407997669491	0	0.0185224087448094	0.00406959358569924	0
K02557|chemotaxis protein MotB	0.926760903983593	0.0685152134665306	0.000191591908502797	0.00453229064137381	1.19902726763541e-19
K02563|UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC.2.4.1.227]	0.644991703916619	0.330092151489066	0.0246258499831102	0.000290294611199236	5.33034939335789e-15
K02564|glucosamine-6-phosphate deaminase [EC.3.5.99.6]	0.599891434314398	0.372760448679446	0.026268642827503	0.0010794741786518	1.63543347553094e-15
K02567|periplasmic nitrate reductase NapA [EC.1.7.99.4]	0.475333972184626	0.508696436104745	0.013095835124889	0.00287375658573964	0
K02568|cytochrome c-type protein NapB	0.511908838858934	0.473635166181613	0.0101073845379713	0.00434861042148109	0
K02570|periplasmic nitrate reductase NapD	0.6072080193493	0.384418556032273	0.00735984498694151	0.00101357963148573	0
K02573|ferredoxin-type protein NapG	0.597950590839104	0.385457676020849	0.0145250191646703	0.00206671397533907	3.74186077257698e-14
K02600|N utilization substance protein A	0.862538234185435	0.135535595908482	0.00172691223220802	0.000199257673874546	0
K02601|transcriptional antiterminator NusG	0.861198122901513	0.130371274415827	0.00839014591238637	4.04567701765372e-05	9.7396470751765e-14
K02621|topoisomerase IV subunit A	0.988210430551193	0	0.0115430215050988	0.000246547943708547	0
K02622|topoisomerase IV subunit B	0.951435048138117	0.0145941275839268	0.00493298435435369	0.0290378398997432	2.38590028494245e-11
K02647|carbohydrate diacid regulator	0.65809309321321	0.339429245922136	0.00247116420578016	6.49665851767394e-06	3.56623873745459e-13
K02653|type IV pilus assembly protein PilC	0.927903005522615	0.0670532579223005	9.5959131432831e-06	0.00503414064193194	9.39594382184896e-15
